Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2006,11,19,7,1816,1810,2045,2100,WN,1326,N233,149,170,137,-15,6,FLL,ISP,1093,4,8,0,,0,0,0,0,0,0
2006,7,23,7,1027,730,1827,1538,UA,394,N422UA,300,308,285,169,177,OAK,IAD,2408,6,9,0,,0,169,0,0,0,0
2006,3,17,5,2124,2105,2145,2135,WN,453,N494,81,90,76,10,19,SAT,ELP,496,1,4,0,,0,0,0,0,0,0
2006,6,13,2,1000,1005,1008,1009,MQ,4359,N939AE,68,64,37,-1,-5,TOL,ORD,214,6,25,0,,0,0,0,0,0,0
2006,1,31,2,1118,1117,1402,1408,MQ,4187,N698CB,104,111,86,-6,1,ORD,RIC,642,6,12,0,,0,0,0,0,0,0
2006,12,31,7,917,910,1506,1525,WN,2370,N435,229,255,218,-19,7,PHX,RDU,1891,3,8,0,,0,0,0,0,0,0
2006,7,6,4,1107,1107,1428,1419,AA,482,N4YSAA,141,132,102,9,0,DFW,IND,762,8,31,0,,0,0,0,0,0,0
2006,3,27,1,1227,1234,1944,1949,NW,250,N301US,257,255,231,-5,-7,SEA,DTW,1927,13,13,0,,0,0,0,0,0,0
2006,4,27,4,1323,1215,1554,1439,AS,684,N320AS,151,144,117,75,68,SEA,LAS,866,7,27,0,,0,68,0,7,0,0
2006,6,25,7,1855,1735,2052,1946,AA,885,N274AA,177,191,161,66,80,ORF,DFW,1213,7,9,0,,0,1,0,0,0,65
2006,12,18,1,1721,1724,1949,1949,NW,1233,N359NW,208,205,180,0,-3,JFK,MSP,1028,4,24,0,,0,0,0,0,0,0
2006,12,13,3,1913,1905,2000,1955,WN,438,N344,47,50,36,5,8,BHM,BNA,177,4,7,0,,0,0,0,0,0,0
2006,6,18,7,1831,1842,1936,1953,NW,929,N925US,65,71,46,-17,-11,MSN,MSP,228,11,8,0,,0,0,0,0,0,0
2006,6,24,6,1641,1630,2000,2010,WN,446,N455,139,160,126,-10,11,MDW,MCO,989,6,7,0,,0,0,0,0,0,0
2006,9,13,3,1527,1433,1654,1605,NW,1431,N353NB,147,152,127,49,54,ATL,MSP,906,2,18,0,,0,0,25,0,0,24
2006,8,30,3,1646,1642,1729,1729,FL,830,N978AT,103,107,81,0,4,ATL,MDW,590,4,18,0,,0,0,0,0,0,0
2006,1,20,5,909,914,1059,1052,UA,143,N588UA,170,158,153,7,-5,PVD,ORD,849,8,9,0,,0,0,0,0,0,0
2006,12,5,2,1151,1146,1313,1310,UA,1211,N315UA,142,144,127,3,5,DEN,GEG,836,4,11,0,,0,0,0,0,0,0
2006,10,20,5,1233,1223,1734,1740,NW,524,N342NB,181,197,160,-6,10,LAS,MEM,1416,6,15,0,,0,0,0,0,0,0
2006,8,24,4,932,935,1050,1057,CO,1723,N79402,198,202,162,-7,-3,IAH,ONT,1334,6,30,0,,0,0,0,0,0,0
2006,3,6,1,1245,1225,1429,1405,F9,659,N905FR,164,160,147,24,20,DEN,SFO,967,9,8,0,,0,13,0,9,0,2
2006,2,10,5,647,655,1007,955,CO,333,N14629,260,240,226,12,-8,LGA,IAH,1416,5,29,0,,0,0,0,0,0,0
2006,5,7,7,1449,1455,1928,1940,CO,251,N21723,219,225,198,-12,-6,AUS,EWR,1504,8,13,0,,0,0,0,0,0,0
2006,12,4,1,1944,1950,2132,2156,DL,934,N650DL,108,126,87,-24,-6,FLL,ATL,581,6,15,0,,0,0,0,0,0,0
2006,11,7,2,1554,1550,1720,1750,WN,1390,N625SW,146,180,131,-30,4,MCI,PHX,1044,5,10,0,,0,0,0,0,0,0
2006,10,20,5,455,500,719,709,US,1579,N758UW,144,129,123,10,-5,BOS,CLT,728,6,15,0,,0,0,0,0,0,0
2006,9,24,7,1350,1400,1455,1501,YV,2832,N37218,65,61,43,-6,-10,ONT,LAS,197,7,15,0,,0,0,0,0,0,0
2006,3,17,5,1512,1520,1653,1658,NW,1862,N340NB,101,98,80,-5,-8,SAT,MEM,625,4,17,0,,0,0,0,0,0,0
2006,12,7,4,2109,2120,2201,2213,AS,140,N742AS,52,53,42,-12,-11,FAI,ANC,261,5,5,0,,0,0,0,0,0,0
2006,3,18,6,1700,1700,1834,1838,OH,5352,N472CA,94,98,69,-4,0,BOS,DCA,399,4,21,0,,0,0,0,0,0,0
2006,7,11,2,705,711,933,926,NW,1184,N372NW,88,75,56,7,-6,MSN,DTW,312,21,11,0,,0,0,0,0,0,0
2006,9,3,7,1328,1330,1701,1717,CO,1790,N47332,153,167,133,-16,-2,IAH,MIA,964,5,15,0,,0,0,0,0,0,0
2006,9,11,1,1434,1437,1549,1621,YV,7192,N75999,75,104,52,-32,-3,IAD,EWR,213,10,13,0,,0,0,0,0,0,0
2006,8,27,7,632,635,747,755,WN,395,N429,75,80,60,-8,-3,OAK,LAS,407,3,12,0,,0,0,0,0,0,0
2006,11,30,4,1032,1034,1512,1505,NW,574,N364NW,220,211,202,7,-2,MSP,MIA,1501,9,9,0,,0,0,0,0,0,0
2006,6,3,6,1318,1310,1504,1510,WN,1421,N777,226,240,215,-6,8,MCO,ABQ,1552,4,7,0,,0,0,0,0,0,0
2006,4,27,4,905,910,1000,1010,WN,2535,N507,55,60,38,-10,-5,STL,MDW,251,5,12,0,,0,0,0,0,0,0
2006,7,30,7,1043,1045,1217,1222,NW,1184,N377NB,94,97,73,-5,-2,DTW,BDL,548,7,14,0,,0,0,0,0,0,0
2006,5,16,2,1502,1509,1641,1638,MQ,3893,N693AE,99,89,66,3,-7,DFW,GPT,500,3,30,0,,0,0,0,0,0,0
2006,1,29,7,908,912,1116,1122,NW,537,N531US,128,130,88,-6,-4,LGA,DTW,501,22,18,0,,0,0,0,0,0,0
2006,9,19,2,634,627,738,739,NW,1049,N8934E,124,132,108,-1,7,PIT,MSP,726,5,11,0,,0,0,0,0,0,0
2006,2,16,4,1546,1550,1717,1705,DL,660,N237WA,151,135,129,12,-4,ATL,OKC,761,6,16,0,,0,0,0,0,0,0
2006,5,5,5,1709,1710,1823,1830,UA,665,N564UA,134,140,119,-7,-1,DEN,LAX,862,3,12,0,,0,0,0,0,0,0
2006,1,8,7,957,1001,1100,1137,YV,7383,N592ML,63,96,46,-37,-4,LGA,IAD,229,6,11,0,,0,0,0,0,0,0
2006,8,8,2,1223,1115,1407,1252,NW,187,N344NW,224,217,202,75,68,MSP,SAN,1532,4,18,0,,0,66,0,7,0,2
2006,3,4,6,505,510,635,647,US,258,N430US,90,97,79,-12,-5,MCO,CLT,468,3,8,0,,0,0,0,0,0,0
2006,7,1,6,1333,1325,1435,1435,WN,417,N423,62,70,49,0,8,BWI,CLE,314,3,10,0,,0,0,0,0,0,0
2006,1,17,2,1923,1855,2152,2130,F9,822,N941FR,89,95,74,22,28,DEN,MCI,533,6,9,0,,0,22,0,0,0,0
2006,5,13,6,1811,1815,1944,2000,B6,1259,N178JB,93,105,68,-16,-4,BOS,IAD,413,6,19,0,,0,0,0,0,0,0
2006,11,7,2,848,850,959,1010,WN,2504,N778,71,80,46,-11,-2,PHL,PIT,267,3,22,0,,0,0,0,0,0,0
2006,9,12,2,1644,1420,2047,1745,AA,1450,N567AA,183,145,108,182,144,ORD,EWR,719,7,68,0,,0,136,0,46,0,0
2006,2,21,2,1040,1045,1144,1155,MQ,3985,N646AE,64,70,45,-11,-5,ORD,RST,268,5,14,0,,0,0,0,0,0,0
2006,4,4,2,1956,1915,2247,2139,CO,1835,N13718,351,324,307,68,41,EWR,PHX,2133,5,39,0,,0,10,0,27,0,31
2006,7,4,2,738,735,956,1011,US,91,N174UW,318,336,293,-15,3,PHL,SAN,2369,3,22,0,,0,0,0,0,0,0
2006,5,29,1,1020,1020,1205,1203,EV,4546,N849AS,105,103,90,2,0,TOL,ATL,549,5,10,0,,0,0,0,0,0,0
2006,7,14,5,900,900,1033,1034,XE,2887,N13970,93,94,71,-1,0,IAH,AMA,519,4,18,0,,0,0,0,0,0,0
2006,2,17,5,2144,1800,19,2119,UA,658,N531UA,95,139,76,180,224,ORD,EWR,719,7,12,0,,0,0,0,0,0,180
2006,4,4,2,1834,1836,2014,2014,YV,6299,N17275,100,98,87,0,-2,RNO,PHX,601,4,9,0,,0,0,0,0,0,0
2006,11,13,1,1010,953,1059,1104,OH,5022,N668CA,49,71,35,-5,17,SAV,ATL,215,8,6,0,,0,0,0,0,0,0
2006,4,11,2,1605,1605,1652,1716,EV,4094,N634AS,47,71,37,-24,0,AVL,ATL,164,4,6,0,,0,0,0,0,0,0
2006,11,1,3,2110,2102,2211,2207,US,136,N823AW,61,65,43,4,8,SNA,LAS,226,6,12,0,,0,0,0,0,0,0
2006,9,24,7,1612,1615,1910,1911,US,73,N164AW,178,176,155,-1,-3,PHX,SEA,1107,13,10,0,,0,0,0,0,0,0
2006,4,17,1,1842,1710,2127,1947,AA,297,N365AA,345,337,325,100,92,LAX,HNL,2556,3,17,0,,0,92,0,8,0,0
2006,8,4,5,800,805,945,938,XE,2621,N14998,105,93,81,7,-5,TUL,IAH,429,12,12,0,,0,0,0,0,0,0
2006,12,20,3,1105,1110,1255,1305,OH,4991,N507CA,110,115,81,-10,-5,CMH,LGA,478,5,24,0,,0,0,0,0,0,0
2006,10,5,4,1301,1300,1633,1629,NW,1068,N967N,152,149,124,4,1,MSP,BWI,936,7,21,0,,0,0,0,0,0,0
2006,12,10,7,1728,1731,1845,1850,OO,3941,N408SW,77,79,50,-5,-3,SLC,BZN,347,6,21,0,,0,0,0,0,0,0
2006,10,2,1,658,705,744,750,OO,5797,N251YV,46,45,33,-6,-7,SEA,PDX,129,2,11,0,,0,0,0,0,0,0
2006,8,4,5,935,925,1145,1127,EV,4398,N680BR,70,62,47,18,10,VPS,ATL,264,12,11,0,,0,0,0,8,0,10
2006,3,27,1,2130,2130,2256,2301,US,1262,N515AU,86,91,67,-5,0,CLT,MDT,413,6,13,0,,0,0,0,0,0,0
2006,10,13,5,1217,1220,1314,1320,AA,1245,N453AA,117,120,100,-6,-3,DFW,DEN,641,5,12,0,,0,0,0,0,0,0
2006,9,10,7,556,600,657,702,UA,403,N804UA,61,62,43,-5,-4,RNO,SFO,192,7,11,0,,0,0,0,0,0,0
2006,1,13,5,1544,1535,1646,1644,CO,323,N37409,62,69,45,2,9,IAH,MSY,305,2,15,0,,0,0,0,0,0,0
2006,6,24,6,1351,1350,1517,1510,US,838,N810AW,86,80,64,7,1,SMF,LAS,397,5,17,0,,0,0,0,0,0,0
2006,7,16,7,924,925,1042,1050,DL,622,N6712B,78,85,60,-8,-1,MCO,ATL,403,8,10,0,,0,0,0,0,0,0
2006,1,1,7,1736,1741,1904,1902,AA,1029,N455AA,88,81,52,2,-5,XNA,DFW,281,26,10,0,,0,0,0,0,0,0
2006,11,9,4,1450,1455,1550,1556,OH,4972,N806CA,60,61,48,-6,-5,PIT,CVG,256,2,10,0,,0,0,0,0,0,0
2006,5,13,6,1315,1312,1626,1629,AA,490,N473AA,131,137,113,-3,3,DFW,JAX,919,4,14,0,,0,0,0,0,0,0
2006,6,12,1,1344,1339,1450,1446,OO,6273,N569SW,66,67,50,4,5,GJT,DEN,212,6,10,0,,0,0,0,0,0,0
2006,8,5,6,757,800,1532,1547,DL,1683,N692DL,275,287,254,-15,-3,PDX,ATL,2172,10,11,0,,0,0,0,0,0,0
2006,7,27,4,749,750,1033,1013,US,141,N835AW,344,323,294,20,-1,EWR,LAS,2227,10,40,0,,0,0,0,20,0,0
2006,11,6,1,556,600,1138,1150,AA,1196,N4WUAA,222,230,196,-12,-4,SEA,ORD,1721,10,16,0,,0,0,0,0,0,0
2006,3,17,5,2109,1949,2246,2111,AA,1029,N4XLAA,157,142,123,95,80,DFW,TUS,813,7,27,0,,0,70,0,15,0,10
2006,2,10,5,740,740,1103,1045,CO,1521,N17321,203,185,180,18,0,MSP,IAH,1034,10,13,0,,0,0,0,18,0,0
2006,8,19,6,908,900,1143,1150,WN,523,N630WN,95,110,80,-7,8,LAS,BOI,520,3,12,0,,0,0,0,0,0,0
2006,10,4,3,1022,1025,1230,1231,EV,4166,N885AS,68,66,37,-1,-3,MEI,ATL,267,17,14,0,,0,0,0,0,0,0
2006,5,8,1,1742,1730,1827,1825,XE,2016,N17524,45,55,24,2,12,IAH,LCH,127,5,16,0,,0,0,0,0,0,0
2006,5,12,5,1354,1354,2158,2156,AQ,442,N742AL,304,302,287,2,0,HNL,OAK,2409,5,12,0,,0,0,0,0,0,0
2006,11,28,2,1831,1830,2206,1955,OO,6286,N581SW,215,85,56,131,1,DEN,RAP,301,5,154,0,,0,131,0,0,0,0
2006,10,13,5,2121,2007,2308,2151,FL,646,N168AT,107,104,89,77,74,PHF,ATL,508,8,10,0,,0,0,0,3,0,74
2006,2,6,1,1527,1530,1810,1820,MQ,4324,N626AE,103,110,85,-10,-3,ORD,CLT,599,4,14,0,,0,0,0,0,0,0
2006,10,31,2,2025,2035,2158,2204,YV,7093,N434YV,93,89,63,-6,-10,DEN,DRO,251,5,25,0,,0,0,0,0,0,0
2006,11,9,4,637,642,752,748,NW,1449,N945N,75,66,47,4,-5,TVC,DTW,207,8,20,0,,0,0,0,0,0,0
2006,3,31,5,1542,1530,1654,1640,US,1182,N419US,72,70,54,14,12,DCA,BDL,313,5,13,0,,0,0,0,0,0,0
2006,3,6,1,2019,2015,2325,2312,UA,1512,N441UA,126,117,96,13,4,SFO,PHX,651,6,24,0,,0,0,0,0,0,0
2006,5,31,3,859,900,1104,1110,OO,5804,N748SK,65,70,47,-6,-1,ORD,CLE,316,6,12,0,,0,0,0,0,0,0
2006,7,25,2,1506,1505,1930,1930,F9,608,N804FR,144,145,128,0,1,DEN,IND,977,8,8,0,,0,0,0,0,0,0
2006,4,22,6,641,642,818,825,MQ,3424,N820AE,97,103,86,-7,-1,MOB,DFW,540,8,3,0,,0,0,0,0,0,0
2006,7,5,3,909,855,1044,1042,DL,1818,N860DA,95,107,77,2,14,ATL,FLL,581,3,15,0,,0,0,0,0,0,0
2006,4,29,6,1431,1431,1614,1559,MQ,3712,N812AE,163,148,141,15,0,CVG,DFW,812,12,10,0,,0,0,0,15,0,0
2006,2,24,5,956,1007,1128,1136,YV,7046,N444YV,92,89,72,-8,-11,DEN,RAP,301,4,16,0,,0,0,0,0,0,0
2006,12,21,4,1210,1115,1325,1225,WN,1863,N428,75,70,58,60,55,MSY,HOU,303,5,12,0,,0,5,0,5,0,50
2006,9,11,1,814,815,905,836,NW,1873,N318NB,111,81,61,29,-1,IND,MEM,381,6,44,0,,0,0,0,29,0,0
2006,6,9,5,1104,1100,1219,1204,MQ,3073,N901AE,75,64,36,15,4,LAX,SAN,109,7,32,0,,0,0,0,15,0,0
2006,8,5,6,1611,1615,1922,1951,UA,660,N370UA,131,156,106,-29,-4,ORD,EWR,719,8,17,0,,0,0,0,0,0,0
2006,9,3,7,2354,2358,729,756,US,219,N834AW,275,298,241,-27,-4,LAS,EWR,2227,4,30,0,,0,0,0,0,0,0
2006,8,31,4,1600,1608,1639,1648,HA,189,N487HA,39,40,28,-9,-8,KOA,HNL,163,5,6,0,,0,0,0,0,0,0
2006,7,8,6,753,730,912,849,DL,425,N962DL,79,79,44,23,23,CLT,ATL,227,9,26,0,,0,23,0,0,0,0
2006,10,17,2,1440,1355,1848,1710,AA,1374,N4YSAA,188,135,116,98,45,ORD,PHL,678,16,56,0,,0,0,0,98,0,0
2006,7,1,6,702,700,822,815,WN,992,N498,80,75,54,7,2,OAK,LAX,337,7,19,0,,0,0,0,0,0,0
2006,11,1,3,1600,1600,1828,1831,OO,6388,N920SW,88,91,71,-3,0,SFO,BOI,522,3,14,0,,0,0,0,0,0,0
2006,5,8,1,1728,1640,1955,1916,AA,2083,N5EVAA,327,336,312,39,48,FLL,LAX,2342,3,12,0,,0,0,0,39,0,0
2006,6,19,1,1327,1330,2135,2150,HA,26,N582HA,308,320,469,-15,-3,HNL,PDX,2603,4,15,0,,0,0,0,0,0,0
2006,11,13,1,1335,1335,1410,1414,OH,4943,N451CA,35,39,17,-4,0,CVG,LEX,70,5,13,0,,0,0,0,0,0,0
2006,8,26,6,559,600,747,808,EV,4435,N709EV,48,68,36,-21,-1,VPS,ATL,264,4,8,0,,0,0,0,0,0,0
2006,8,10,4,1748,1715,1751,1720,WN,925,N631SW,63,65,54,31,33,BOI,PDX,344,2,7,0,,0,7,0,0,0,24
2006,9,2,6,1736,1735,1939,1940,WN,1942,N606SW,183,185,173,-1,1,STL,SLC,1156,2,8,0,,0,0,0,0,0,0
2006,3,30,4,1915,1840,2000,1925,WN,493,N620SW,45,45,35,35,35,AUS,HOU,148,5,5,0,,0,10,0,0,0,25
2006,11,28,2,2255,2300,2334,2349,EV,4214,N761EV,39,49,26,-15,-5,ATL,TYS,152,3,10,0,,0,0,0,0,0,0
2006,3,17,5,1115,1116,1308,1308,FL,74,N906AT,113,112,87,0,-1,FLL,ATL,581,9,17,0,,0,0,0,0,0,0
2006,5,9,2,452,500,612,620,NW,1470,N762NC,80,80,67,-8,-8,MOT,MSP,449,6,7,0,,0,0,0,0,0,0
2006,1,20,5,640,640,900,905,YV,7142,N401MJ,80,85,67,-5,0,ORD,BUF,473,5,8,0,,0,0,0,0,0,0
2006,5,7,7,1025,1025,1137,1140,MQ,3875,N851AE,72,75,55,-3,0,DFW,CRP,354,3,14,0,,0,0,0,0,0,0
2006,1,17,2,1446,1455,1950,1959,CO,335,N36207,184,184,163,-9,-9,SAN,IAH,1303,4,17,0,,0,0,0,0,0,0
2006,12,3,7,1953,1955,2053,2110,WN,1884,N603SW,60,75,45,-17,-2,PHL,PVD,238,5,10,0,,0,0,0,0,0,0
2006,12,4,1,1731,1735,1830,1840,MQ,3259,N397AE,59,65,41,-10,-4,DFW,SPS,113,10,8,0,,0,0,0,0,0,0
2006,1,17,2,944,940,1219,1218,AS,520,N972AS,155,158,143,1,4,SEA,SAN,1050,2,10,0,,0,0,0,0,0,0
2006,6,15,4,2000,1945,2208,2155,WN,680,N347,68,70,59,13,15,BNA,CMH,338,2,7,0,,0,0,0,0,0,0
2006,9,14,4,1957,1943,2028,1954,EV,4107,N641AS,91,71,43,34,14,ATL,DHN,171,5,43,0,,0,0,14,20,0,0
2006,12,23,6,2256,2046,324,113,US,399,N676AW,148,147,127,131,130,LAS,DFW,1055,6,15,0,,0,18,0,1,0,112
2006,11,6,1,852,900,1154,1225,AA,39,N367AA,302,325,284,-31,-8,SFO,HNL,2398,2,16,0,,0,0,0,0,0,0
2006,11,5,7,744,746,1035,1051,YV,7478,N509MJ,111,125,94,-16,-2,ORD,SAV,773,4,13,0,,0,0,0,0,0,0
2006,6,9,5,1709,1507,2002,1719,FL,376,N126AT,173,132,107,163,122,ATL,LGA,761,18,48,0,,0,0,0,163,0,0
2006,3,19,7,1331,1318,1603,1510,AA,2203,N5WAAA,152,112,83,53,13,STL,DFW,551,59,10,0,,0,0,0,41,0,12
2006,8,7,1,1743,1725,1911,1845,YV,7085,N456YV,88,80,66,26,18,DRO,DEN,251,10,12,0,,0,26,0,0,0,0
2006,3,16,4,1714,1716,1823,1834,OO,6037,N216SW,69,78,59,-11,-2,MRY,LAX,267,3,7,0,,0,0,0,0,0,0
2006,11,5,7,1901,1900,2019,2025,WN,928,N246,78,85,66,-6,1,SAN,OAK,446,5,7,0,,0,0,0,0,0,0
2006,1,18,3,658,700,838,836,OH,5156,N941CA,100,96,77,2,-2,BOS,DCA,399,4,19,0,,0,0,0,0,0,0
2006,4,26,3,1150,1150,1406,1430,WN,2015,N214,316,340,285,-24,0,PHL,LAS,2176,6,25,0,,0,0,0,0,0,0
2006,6,11,7,1723,1730,1856,1909,DL,1293,N925DL,93,99,70,-13,-7,SRQ,ATL,445,11,12,0,,0,0,0,0,0,0
2006,3,30,4,2356,2355,516,525,F9,442,N917FR,200,210,185,-9,1,DEN,PHL,1557,5,10,0,,0,0,0,0,0,0
2006,3,2,4,907,845,1142,1045,XE,3060,N16149,155,120,87,57,22,EWR,CLT,529,9,59,0,,0,22,0,35,0,0
2006,10,18,3,1937,1940,2219,2225,WN,265,N663SW,102,105,91,-6,-3,LAX,ABQ,677,5,6,0,,0,0,0,0,0,0
2006,8,11,5,826,830,1004,1007,US,1026,N619AU,98,97,76,-3,-4,TPA,CLT,508,7,15,0,,0,0,0,0,0,0
2006,9,6,3,726,730,1302,1310,AA,456,N5CCAA,216,220,204,-8,-4,SEA,STL,1710,3,9,0,,0,0,0,0,0,0
2006,12,14,4,1348,1350,1654,1650,WN,1389,N236,186,180,169,4,-2,PHL,FLL,992,4,13,0,,0,0,0,0,0,0
2006,3,24,5,1500,1505,1627,1635,WN,2025,N382SW,87,90,80,-8,-5,SAN,SMF,480,2,5,0,,0,0,0,0,0,0
2006,9,14,4,1135,1130,1232,1221,OO,4034,N445SW,57,51,35,11,5,IDA,SLC,188,17,5,0,,0,0,0,0,0,0
2006,2,20,1,926,910,1255,1157,AA,1850,N226AA,149,107,79,58,16,COS,DFW,592,51,19,0,,0,16,0,42,0,0
2006,7,7,5,1630,1630,2000,2005,DL,531,N670DN,210,215,186,-5,0,ATL,SJU,1547,7,17,0,,0,0,0,0,0,0
2006,7,13,4,841,805,1106,1041,UA,441,N303UA,145,156,126,25,36,ORD,IAH,925,2,17,0,,0,0,0,0,0,25
2006,3,21,2,700,700,1015,1035,WN,1026,N745SW,135,155,109,-20,0,DEN,MDW,895,3,23,0,,0,0,0,0,0,0
2006,7,31,1,1727,1717,1845,1841,US,300,N629AW,198,204,174,4,10,MSP,PHX,1276,5,19,0,,0,0,0,0,0,0
2006,7,6,4,1340,1345,1824,1800,AA,1226,N520AA,164,135,105,24,-5,TUS,DFW,813,50,9,0,,0,0,0,24,0,0
2006,5,12,5,1238,1240,1329,1338,US,384,N592US,51,58,37,-9,-2,CLT,SAV,213,4,10,0,,0,0,0,0,0,0
2006,4,22,6,1135,1124,1344,1340,FL,476,N948AT,129,136,112,4,11,TPA,BWI,842,6,11,0,,0,0,0,0,0,0
2006,2,15,3,1003,953,1238,1239,OH,5430,N367CA,155,166,112,-1,10,LGA,JAX,834,5,38,0,,0,0,0,0,0,0
2006,4,5,3,942,940,1045,1041,US,243,N531AU,63,61,37,4,2,CLT,MYR,156,2,24,0,,0,0,0,0,0,0
2006,8,8,2,739,735,1019,1030,WN,430,N763,160,175,151,-11,4,PVD,TPA,1137,2,7,0,,0,0,0,0,0,0
2006,2,24,5,1910,1817,2006,1914,EV,4537,N881AS,116,117,89,52,53,ATL,SHV,552,6,21,0,,0,0,52,0,0,0
2006,9,27,3,557,600,716,720,MQ,3472,N845AE,79,80,68,-4,-3,BTR,DFW,383,4,7,0,,0,0,0,0,0,0
2006,1,20,5,925,930,1024,1025,CO,748,N14664,59,55,31,-1,-5,IAH,LFT,201,5,23,0,,0,0,0,0,0,0
2006,10,29,7,801,805,829,845,WN,605,N606SW,88,100,78,-16,-4,CLE,STL,487,3,7,0,,0,0,0,0,0,0
2006,10,19,4,1710,1650,1808,1800,MQ,3278,N384AE,58,70,40,8,20,CLL,DFW,164,10,8,0,,0,0,0,0,0,0
2006,9,19,2,1521,1525,1654,1700,AA,851,N4UBAA,93,95,71,-6,-4,MEM,DFW,432,9,13,0,,0,0,0,0,0,0
2006,7,6,4,1544,1552,1914,1943,NW,696,N340NB,150,171,132,-29,-8,DFW,DTW,987,6,12,0,,0,0,0,0,0,0
2006,1,10,2,933,940,1242,1250,B6,375,N606JB,189,190,159,-8,-7,LGA,FLL,1076,6,24,0,,0,0,0,0,0,0
2006,2,7,2,829,835,1036,1051,DL,1542,N602DL,247,256,221,-15,-6,CVG,PHX,1569,7,19,0,,0,0,0,0,0,0
2006,9,30,6,1644,1650,1755,1810,MQ,3184,N814AE,71,80,62,-15,-6,SNA,SFO,372,3,6,0,,0,0,0,0,0,0
2006,5,6,6,2105,2110,2212,2215,MQ,3715,N686AE,67,65,48,-3,-5,DFW,LBB,282,3,16,0,,0,0,0,0,0,0
2006,12,15,5,2017,2021,2040,2051,YV,2745,N449YV,83,90,65,-11,-4,PHX,PSP,261,5,13,0,,0,0,0,0,0,0
2006,12,22,5,906,900,1058,1040,AA,313,N620AA,172,160,126,18,6,LGA,ORD,733,18,28,0,,0,0,0,18,0,0
2006,10,22,7,1022,1030,1130,1145,MQ,4564,N728AE,68,75,50,-15,-8,BOS,EWR,200,4,14,0,,0,0,0,0,0,0
2006,6,12,1,1515,1241,1805,1452,EV,4236,N642AS,110,71,85,193,154,PNS,ATL,272,20,5,0,,0,0,154,39,0,0
2006,6,13,2,1055,1055,1222,1235,WN,2613,N523,87,100,70,-13,0,MCI,DAL,461,6,11,0,,0,0,0,0,0,0
2006,6,14,3,NA,1700,NA,1754,EV,4447,N751EV,NA,114,NA,NA,NA,ATL,MDW,590,0,0,1,A,0,0,0,0,0,0
2006,1,13,5,1357,1329,1558,1515,MQ,4474,N654AE,181,166,121,43,28,JAX,ORD,865,51,9,0,,0,0,0,43,0,0
2006,8,9,3,1610,1610,1759,1759,OH,5122,N376CA,109,109,75,0,0,RIC,ATL,481,17,17,0,,0,0,0,0,0,0
2006,5,25,4,2158,2155,615,600,CO,1803,N57869,317,305,283,15,3,LAX,EWR,2454,12,22,0,,0,0,0,15,0,0
2006,9,26,2,822,830,1035,1028,US,787,N103UW,313,298,296,7,-8,FLL,LAS,2174,6,11,0,,0,0,0,0,0,0
2006,8,29,2,848,854,1008,1020,AA,2015,N518AA,80,86,64,-12,-6,DFW,MSY,448,5,11,0,,0,0,0,0,0,0
2006,10,15,7,1643,1645,1745,1745,MQ,3413,N639AE,62,60,47,0,-2,SAT,DAL,248,5,10,0,,0,0,0,0,0,0
2006,12,16,6,1146,1123,1701,1659,UA,1528,N474UA,195,216,172,2,23,LAS,ORD,1515,7,16,0,,0,0,0,0,0,0
2006,3,17,5,826,831,1041,1048,AA,385,N283AA,135,137,114,-7,-5,DFW,MSP,852,8,13,0,,0,0,0,0,0,0
2006,6,12,1,2010,2005,2230,2230,AA,513,N077AA,140,145,123,0,5,MIA,SJU,1045,4,13,0,,0,0,0,0,0,0
2006,3,13,1,1045,1041,1220,1214,AA,1512,N524AA,95,93,71,6,4,DFW,BHM,597,5,19,0,,0,0,0,0,0,0
2006,6,2,5,1902,1905,2040,2046,AA,1902,N555AA,98,101,82,-6,-3,DFW,HSV,603,3,13,0,,0,0,0,0,0,0
2006,1,2,1,1358,1331,1631,1612,NW,1806,N945N,153,161,126,19,27,MSP,MSY,1040,2,25,0,,0,15,0,0,0,4
2006,1,10,2,935,943,1020,1035,OO,6135,N251YV,45,52,33,-15,-8,SMX,LAX,135,6,6,0,,0,0,0,0,0,0
2006,10,13,5,1919,1921,2042,2043,OO,6402,N970SW,83,82,69,-1,-2,EUG,SFO,451,3,11,0,,0,0,0,0,0,0
2006,1,24,2,1458,1505,1603,1617,AA,1771,N620AA,65,72,48,-14,-7,ORD,STL,258,3,14,0,,0,0,0,0,0,0
2006,7,20,4,1930,1738,2135,1952,MQ,4007,N509AE,65,74,44,103,112,ORD,CMH,296,5,16,0,,0,0,0,25,0,78
2006,9,7,4,1448,1500,1637,1658,CO,1551,N14667,169,178,152,-21,-12,RDU,IAH,1043,6,11,0,,0,0,0,0,0,0
2006,9,5,2,705,715,929,945,OH,5426,N486CA,84,90,72,-16,-10,CID,CVG,419,2,10,0,,0,0,0,0,0,0
2006,7,6,4,2210,2035,2308,2127,EV,4811,N855AS,118,112,78,101,95,ATL,SGF,563,4,36,0,,0,0,0,101,0,0
